dt,Frick Chemistry TonHrs,Frick Chemistry Steam meter,Frick Chemistry KWH VM,Moffitt Lab Steam Meter,Moffitt Lab KWh,Neuro Science TonHrs,Neuro Science Steam Meter,Neuro Science KWH VM,Fine Hall TonHrs,Fine Hall Steam Meter,Fine Hall KWH VM,Jadwin Physics TonHrs VM,Jadwin Physics Steam VM,Jadwin physics KWH VM
2018/09/22 0:00,12585,,22365.5,,,,,,,,,8370.5,,
2018/09/23 0:00,6871.8,,21807.3,,,,1494.5,,,,,5534.5,20762.4,
2018/09/24 0:00,8515.3,40343.7,24451.3,8339.1,,7705.3,1472.3,,,19351.9,,6695,23072.4,
2018/09/25 0:00,19365.5,46028.5,25733.2,7789.6,,13009.6,1283.3,,,18978.5,,10060.3,24655.6,
2018/09/26 0:00,15870.86667,36214.3,26839.7,8365.7,,18401.3,766,,,19463.3,,14285.7,24881.7,
2018/09/27 0:00,12376.23333,40571.2,25606.4,7773.3,,8543,733,,,19427.9,,7388.7,23075.7,
2018/09/28 0:00,8881.6,46306.9,25239.3,7875.1,,8356.1,1258.6,,,19142.2,,7333.1,21298.9,
2018/09/29 0:00,8010.2,34885.6,23235.1,7537,2591.2,7177.7,1130.7,17273.8,,19417.6,,6848.6,23267.5,
2018/09/30 0:00,7223.8,34979.8,22563.1,7439.9,2611.1,6485.3,1194.5,16829.3,,19495.6,,6154.4,22804.8,
2018/10/01 0:00,14533.85,40683.55,24000.5,7552.7,2692.1,10464.75,1077.2,17379.45,,19349.15,,8878.7,23545.45,
2018/10/02 0:00,21843.9,46387.3,25437.9,7665.5,2773.1,14444.2,959.9,17929.6,2535.5,19202.7,,11603,24286.1,
2018/10/03 0:00,14716.5,44506.6,25491,7650.3,2751.3,11397.1,1087,17923.8,2138.5,19077.5,,9484.9,23211.4,
2018/10/04 0:00,18916.8,47983.4,25038.9,7929.7,2769.4,12456.2,1385.5,17746.6,2279.6,19176.5,4750.9,10158.3,22584.1,16276
2018/10/05 0:00,8857.1,30110.4,24522.1,7896.4,2720.5,8167.3,685.1,17544.8,1498.9,19249.5,4874.2,7366.1,23454,16247.9
2018/10/06 0:00,13292,43046.4,23338.9,7474.9,2620.7,11210.7,1476.3,16873.9,1348.5,19628.9,4261.6,8185.2,21619.9,15474
2018/10/07 0:00,23543.9,39131.9,23404.4,7449.9,2650.2,16337.4,1255.8,16960.6,1876.8,19674.2,3997.1,11974.3,24065.4,15062.5
2018/10/08 0:00,20221.7,50739.3,24350.6,8060.7,2800.3,14152.6,1120.6,17808.5,2280,19411,4774.5,11367.1,24506.2,17469.2
2018/10/09 0:00,25789.5,48868.9,25227,8159.3,2803.3,16129.4,1396.6,17876.6,2551.3,19626.1,4908.8,13400.5,25282,18918
2018/10/10 0:00,8943,46547.9,25975.4,8013.1,2808.7,16518.9,1031.6,17473.9,2544.1,19604.5,4703.3,13476.6,24159.7,18057.5
2018/10/11 0:00,8402.32,46558.8,25844.3,7730.7,2761.2,17407.9,907.9,17400.7,2806.6,19637.7,4755.8,13345.3,23745.8,16501.1
2018/10/12 0:00,7861.64,60439.2,24216.1,6946.8,2720.2,6097.4,6101.2,16965.3,1130.5,17319.1,4669.2,5245.2,20109.7,16547
2018/10/13 0:00,7320.96,76181.3,22998.3,6930.5,2602.6,3211.2,8126.6,16076.1,666,18983.7,4052.6,3700.3,30711.7,15667.3
2018/10/14 0:00,6780.28,77352.5,22804.4,6952.5,2596,2863.4,16957.5,15990.9,652.2,18862.6,4073,4291.8,31243,15738.3
2018/10/15 0:00,6239.6,53560.5,25252.8,7724,2717.2,7289.6,2858.2,16971.8,1143.3,18765.1,4793.3,7690.2,26119.7,17002.5
2018/10/16 0:00,5208.8,100414.8,25113.1,8222.8,2730.8,3630,26211.9,16986.6,736,18573.6,4860.1,4302.9,31169.2,15735.8
2018/10/17 0:00,5736.1,103729,25662.4,7798.6,2741.9,3861.3,30104.7,16966.6,812.5,18897.1,4734,4808.4,33555.9,17285.3
2018/10/18 0:00,3691.5,136294.1,25734.4,7653,2761,3357.3,45303.7,17068,835.2,22107.5,4878.6,4576,42194.4,18265.8
2018/10/19 0:00,4804.1,112566.6,25860.8,7658,2769.8,3642.7,32076.5,16777.9,784.6,20898.8,4713.1,4394.2,34001.2,17301.2
2018/10/20 0:00,5592.6,52910.3,23572.6,7131.1,2654.4,3745.3,2671.8,16230,629.2,18894.4,3947.4,4255.2,23574.8,14764.2
2018/10/21 0:00,3990.7,118562.5,23558.6,6755.4,2632.9,2923.8,36135.6,16250.1,551,21845.1,4078,2844.2,40953.2,15498.5
2018/10/22 0:00,3766.5,131777.2,25570.3,7438.7,2773.5,3121.5,41527.4,16936.6,787.1,22625.1,4997.9,3252.6,40044.4,17005
2018/10/23 0:00,5184.6,96107.9,24798.4,7519.7,2711,3956.6,25244.9,16735.8,877.9,18864,5043.7,4715,30050,16394.9
2018/10/24 0:00,5017.448387,114001.1,24695.4,8008.6,2714.4,2937.8,38848.6,17001.9,857.9,20670.7,5121.5,4020.7,35120.2,16230
2018/10/25 0:00,4850.296774,140761.8,25366.4,7431.8,2751.3,3340.9,42114.9,17125.4,841.3,22924,5218.3,3769.8,39420.4,16566.7
2018/10/26 0:00,4683.145161,128390.5,25044.4,8102.3,2788.2,3088.1,35576.3,17149.5,736.6,22160.8,4940.4,3741.6,40157.2,18666.9
2018/10/27 0:00,4515.993548,88724.3,23284.9,7233.5,2600.1,2672,14777.5,16240.3,534.3,19764.6,4097.4,3962.2,35466.4,18487.1
2018/10/28 0:00,4348.841935,81234,22803.3,7195.7,2629.6,2571.6,21919.5,16201.8,547.6,19193.5,4150.4,4193.3,33619.5,18111.5
2018/10/29 0:00,,90082,25241.3,7784.8,2713.5,3109.7,16415.3,16695.4,782.7,20105.5,4770.1,3816.7,31112.8,16677.1
2018/10/30 0:00,,126074.3,25532.1,7909.4,2776.2,3215.1,40151.9,16813,794.7,22309.3,4713.3,4185.1,36315.7,17023
2018/10/31 0:00,,91526.5,25504.8,8053.9,2774.5,4623.1,21203.9,16737.4,825.3,20814,4653.2,4799.7,31724.5,16913.8
2018/11/01 0:00,,66763.05,25184.35,7932.3,2773.9,8580.65,11324.65,16946.7,1258.2,20011.45,4603.8,7922.3,27882.3,16604.85
2018/11/02 0:00,,41999.6,24863.9,7810.7,2773.3,12538.2,1445.4,17156,1691.1,19208.9,4554.4,11044.9,24040.1,16295.9
2018/11/03 0:00,,77986.6,23115.7,7135.2,2676.4,4465.1,16161.4,16177.1,651.8,18374.2,4198.3,4916.9,26465.1,14860.5
2018/11/04 0:00,,120903.3,24829,7559.4,2740.4,3365.2,38615.1,16791.2,575.8,19825.9,4354,3851.3,38579.3,16653.2
2018/11/05 0:00,,80059.4,24191.6,7969.1,2755.9,2766.6,9367.6,16873,824.6,17721.7,5021.6,3989.7,29412.4,15717.2
2018/11/06 0:00,,68178.1,24600.2,7782.6,2783.6,4401.1,3397.6,16908.2,893.7,18350.8,5136.1,4956,24807.9,15511.8
2018/11/07 0:00,,83290.4,24359.4,7840.4,2779.4,4140.3,19282.3,17006.8,869,18064.5,5083.4,4251.7,26430.5,15195.5
2018/11/08 0:00,,121009.6,24423.2,8074.7,2767,3365.2,39071.1,17224.4,855.5,20333.4,5051.7,3815.1,35637.5,15264.6
2018/11/09 0:00,,111472.4,25195.1,7933.1,2829,3421.3,25650.9,17249.5,748,21405.6,5010,3322.9,33546.9,15571.6
2018/11/10 0:00,,131314.9,23740.5,7182,2746.4,2753.5,53065.2,16540.6,510.1,23957.2,4377.4,3408.7,44376.8,15573.5
2018/11/11 0:00,,148898.2,24050.4,7382.1,2819.3,3014.6,73098.2,16547.2,477,26213.6,4368.8,3298.3,46510.6,15620.3
2018/11/12 0:00,,144287.3,25822.2,7796.4,2854.6,2830.3,58708.3,17459,699.8,25097.8,5107.1,3406.3,45108.4,16862.2
2018/11/13 0:00,,106110.5,25190.9,7923.9,2750.4,2425.9,34445.9,17405.6,729.6,22329.7,5062.4,3226.3,39571.8,16470.3
2018/11/14 0:00,,176865.4,26312.4,7936.4,2846.4,3533.9,105329.5,17252.6,672.8,26078.1,5102,3289.5,46124.5,15459.3
2018/11/15 0:00,,83392.5,26634.5,8285.8,2913.9,2807.9,118612.1,17307.2,591.9,29006.1,5236.8,3426.2,50959.7,15821.6
2018/11/16 0:00,,83932.62,26837.1,8001.4,2821.7,3329,63707.6,17113.5,611.5,26626,5334.7,3711.5,45815.7,16690.9
2018/11/17 0:00,,84472.74,25193.3,7515.8,2692,2843.9,52165.6,16552.5,524.8,25037.9,4716.1,4006.4,41750.9,16735
2018/11/18 0:00,,85012.86,24493.1,7407.2,2774.7,2911.3,83054.1,16652.4,516.7,25638.7,4754.1,3443.2,45532.3,15526.3
2018/11/19 0:00,,85552.98,26312.5,8425.5,2845.7,2973.5,45796.9,17429.1,736.5,24123.9,5456.4,3462.6,43609.6,17010.5
2018/11/20 0:00,,86093.1,24111.6,7882.4,2703.3,2551.1,42233.3,17100.6,759.4,24026,5378.3,3687.2,41222.4,16515.3
2018/11/21 0:00,,171806,24597.8,7702.9,2775.8,2940.2,94244.7,16922.3,699,26631.6,5211.7,3489.8,47043.5,14902.6
2018/11/22 0:00,,264955.1,25224.5,7611.3,2742.5,1992.5,193369.8,16387.9,605.8,33282.9,5178.3,3662.8,61268,14075.5
2018/11/23 0:00,2.9,229440.3,24637.2,7824.7,2739.3,2165.4,176423.2,16168,569,33173.4,5007.4,3435.1,64611.3,13758.3
2018/11/24 0:00,15.70520833,162121.5,23989.8,7571.7,2660.3,2272.7,81917.8,16311.4,487,26025.8,4634.6,3241.7,49144,14414.7
2018/11/25 0:00,28.51041667,110579.5,23092.9,7568.2,2549.1,2904.5,28675.9,16345.2,572.3,19823.1,4526.8,3426.2,37442.5,13412.8
2018/11/26 0:00,41.315625,113739.3,25034,8238.8,2697,3113.4,21253.1,17550.5,787.3,20619.4,5449.4,3373.5,36288.2,14676.1
2018/11/27 0:00,54.12083333,157341.7,25710.5,8052.6,2816.5,3180.6,45431.5,17600.2,735.7,25846.1,5631.8,3281.7,45611.2,14732.4
2018/11/28 0:00,66.92604167,174208.3,26004.4,8243.4,2855.3,3244.8,53932.7,17602.3,710.8,27383,5580.6,3538.1,47736.6,14633.3
2018/11/29 0:00,,159639.7,25885.8,8047.5,2837.9,3201.3,42892.2,17563.3,766.8,26063.4,5512.6,3668.9,45092.6,15019
2018/11/30 0:00,,152866.5,25882.7,8189.6,2904.1,3306.6,42633.8,17637.7,749.3,25813,5453.9,3615.6,45305.8,15382.7
2018/12/01 0:00,,110216.95,25018.5,7930.15,2751.15,3308.35,26312.65,17178.6,583.45,22005.1,4957.15,3487.15,36908.95,13831.35
2018/12/02 0:00,,67567.4,24154.3,7670.7,2598.2,3310.1,9991.5,16719.5,417.6,18197.2,4460.4,3358.7,28512.1,12280
2018/12/03 0:00,,94401.4,25208.2,8218.2,2743.6,3151,27197,17641.4,651.7,18997.7,5425.6,3612.5,29784.9,13905.5
2018/12/04 0:00,,177079.3,26145.6,7697.5,2846.7,3292,47590.9,17634,444.2,25121.9,5592.4,4099.7,47718.6,15940.8
2018/12/05 0:00,,223837,27513.4,8330,2936.4,2676.7,54705.8,17904.9,369,28206.8,5743.7,4020.9,54640.6,15142.9
2018/12/06 0:00,,187398.2,26197.9,8435,2925.9,2909.5,48430.6,18012,369.8,27104.4,5764.9,3779.5,52414.3,14181.6
2018/12/07 0:00,,189054.8,26127.4,8662.2,2902.8,3128.6,49129.4,17939.8,398.5,27066.4,5628.1,3709.4,52146.1,13442.4
2018/12/08 0:00,,207202,24237.1,8001.6,2785,2448.4,79991.6,16787.6,212.1,27254.1,5252.9,3485.8,56062,14107.2
2018/12/09 0:00,,204119.5,24623.9,7784.6,2766,2454.9,82688.5,16868.5,205.5,27500.3,5046.2,3474.2,57710.2,13908.3
2018/12/10 0:00,,204924.9,27190,8617.7,2908.9,2912,110978.6,17888.6,317,27894.2,5908.6,3971.7,56241.9,16299.5
2018/12/11 0:00,,207222.9,25987.8,8385.2,2895.9,2672.1,95123.9,17766.6,333.1,27184.3,5784.8,4253.7,53437.6,16739.8
2018/12/12 0:00,,186541.3,24643.6,8623.4,2903.7,2510.5,76977.4,17873.6,349,25435.8,5687.7,4365.5,50174.1,17662.3
2018/12/13 0:00,,157626.7,24491.3,8319.1,2851.4,2213.4,44007.6,17675,348.3,24572.5,5649.4,3882.4,47631.7,16511.3
2018/12/14 0:00,,106353.7,24282.6,8171.5,2809.3,2273.2,22942.1,17478.1,427.3,20741.5,5387.7,3093.3,37285,15954.8
2018/12/15 0:00,,83684.5,22989.6,7233.3,2624.4,2098.4,9696.3,16433.4,262,16962.3,4626.9,3009,32067.9,15253.6
2018/12/16 0:00,,129405.2,23679.3,7328.6,2695.9,2273.7,37453.1,16341,181.5,24087.5,4640.7,3004.7,45507.4,15158.6
2018/12/17 0:00,,130618.6,25661.5,8122.8,2751.6,2213.3,45951.6,17189.5,368,23998.4,5116.5,3242.2,44871.2,15447.8
2018/12/18 0:00,,164908.4,25235.4,8377.4,2941.8,2292.8,83415.5,17156.1,310,27075.7,5149.4,2857.1,50821,17458.4
2018/12/19 0:00,,185718.6,25429.3,8082.5,2938.2,2457.7,59406.4,16798.1,308.2,26534.1,5156.9,2515.7,53284.8,16100
2018/12/20 0:00,,146391.2,25086.4,8328.9,2851.8,2262.9,37279.8,16850.9,347.9,24262.8,5067.6,2263.3,46810,15748.9
2018/12/21 0:00,,47420,24900.5,7984,2636.1,6646.1,1302,17224.2,842.2,17595.7,4776.6,4350.3,19403.5,14292.1
2018/12/22 0:00,,106930.5,22976.8,7393.9,2518.2,2208.8,32185,16338.1,222.8,21974.8,4433.5,3443,39031.7,15908.8
2018/12/23 0:00,,135738.7,22063.5,7448.5,2642.5,2580.5,41897.5,16197.5,215.8,23999.6,4447.7,3305.4,45304.2,13956.5
2018/12/24 0:00,,135295.8,22662.4,7539.6,2656.2,2444.5,44306.9,16219.8,337.4,24392.7,4757.6,3302,47590.2,14204.4
2018/12/25 0:00,,166750,22366.6,7960.3,2709.6,2325.1,64371.1,16210.7,303.3,26167.6,4795.8,2960.9,52084.7,13655.3
2018/12/26 0:00,,160211.2,22819.8,8606,2764.6,2380,80592.7,16561.2,318.4,25064.7,4919.1,3226.9,50732.3,14343.7
2018/12/27 0:00,,148915,23093.6,8320.8,2768.6,2528.8,51356.7,16527.1,341.2,23912.3,4895,3044.6,44737,15280.8
2018/12/28 0:00,,70500.8,23211.4,8261,2664,3609.5,13185,16369,535.1,18755.1,4704.7,4478.5,28266,15347.4
2018/12/29 0:00,,93497.5,21921.3,7541.5,2525.6,2356.7,30035.3,16039.2,294.9,19972.4,4296.4,2720.8,33515.6,13845
2018/12/30 0:00,,142311.5,22087.4,7654.5,2635.8,2393.1,41925.3,15991.4,192.5,24382.8,4459.8,2855.1,45451.1,14038.5
2018/12/31 0:00,,136555,22815.3,7564.2,2645.2,2040.8,34634.3,16197.6,333.4,23817.5,4744.4,2828.5,46270.9,14370.8
2019/01/01 0:00,,143133.85,23210,7904.3,2711.55,2252.65,39584.95,16557.55,340.9,24045.9,4844.1,2887.1,45789.25,15356.1
2019/01/02 0:00,,149712.7,23604.7,8244.4,2777.9,2464.5,44535.6,16917.5,348.4,24274.3,4943.8,2945.7,45307.6,16341.4
2019/01/03 0:00,,141054.3,24049.9,8263.1,2804.7,2247.4,41499,17134,358.9,24263.2,5133,2600.9,45252.8,15254.7
2019/01/04 0:00,,146070.8,24519.5,8760.7,2787.2,1620.9,36206.8,16954.8,332.8,24164.7,5052,2683.9,46640.1,14653.1
2019/01/05 0:00,,103212.7,23530,7932.4,2632,1478.3,21464.5,16316.6,210.6,21034.8,4547.3,2631.1,40207.7,14103.9
2019/01/06 0:00,,122288.6,23096.7,7589.9,2625.4,1800.6,40360.6,16336.9,222.2,23004.5,4614,2944.3,43550.9,14614.5
2019/01/07 0:00,,186555.8,25192.1,8852.1,2884.7,1865.8,49736.3,17091.1,248.2,27876.6,5271,3289.7,54379,15518.4
2019/01/08 0:00,,143339.6,25177.5,8155.5,2791.2,1764,36595.4,17517.8,160.8,23944.9,5285,3316,43752.9,16012.4
2019/01/09 0:00,,139841.7,25003.5,8619,2815.6,1873,40491.3,17097.2,140.1,23451.9,5251.6,3628.4,43604.3,14662.1
2019/01/10 0:00,,184760.3,25391.8,8283.1,2896.1,1626.1,86184.1,16953.1,105,28012.8,5250.1,4123.7,52259.4,18257.5
2019/01/11 0:00,,219745.9,25495.6,8835.5,2910.3,1990.1,136673.6,16495,77.4,30587.8,5373.2,3727.9,57996.2,17269.2
2019/01/12 0:00,,204095.8,22303.4,8484,2772,2385.6,164208.2,16108.5,70.6,28785.3,4851.9,3427.6,56125.6,17213.3
2019/01/13 0:00,,193248.6,22584.6,8619.9,2739.6,2403.8,139120.5,16150,72.7,28773.3,4762.3,3251.4,57244.7,16592.5
2019/01/14 0:00,,211098.6,25167.1,8998.9,2860.7,2357.1,131431.9,17017.3,57.7,30075.7,5377.6,3495.3,59051.2,18541.4
2019/01/15 0:00,,213344.5,24950.4,8945.6,2888.6,2372.7,102980.3,16744.3,67.2,28457.9,5403.6,3298.9,56472.6,18888.8
2019/01/16 0:00,,204999.3,25517.3,8704,2869.4,2916.6,103883.4,17236.8,57.5,27378,5429.6,3333.5,54478.3,18951
2019/01/17 0:00,,226301.2,25276.5,8886,2894.9,2703.4,135083.6,17380.2,76.8,28379,5522.9,2358,59148.2,18744.5
2019/01/18 0:00,,186124,24722.5,8279.4,2863.9,2532.7,47040.3,17421.7,102.8,25998,5623.9,2846.2,53480.2,16456.5
2019/01/19 0:00,,177138.5,22984.5,7442.5,2739.2,2617.4,44548.1,16509,101.1,25146.1,4807.1,2129.9,51282,14349.4
2019/01/20 0:00,,191007.5,22771.4,7840.8,2669.3,2829.9,69622.5,15713.3,81.9,28091.7,5083,1222.7,56098.9,14539.2
2019/01/21 0:00,,335406.2,23815.1,7687.8,2805.2,5891.6,264547.2,16189,56.65,40194.6,5895.1,1929.1,83048.7,15405.8
2019/01/22 0:00,,286576.3,24595.1,8613.8,2932.4,4860.3,195835.4,17316.6,31.4,34546.7,5909.9,2379.7,71397.6,17415.6
2019/01/23 0:00,,184759,25245.4,8186,2883.9,3486.8,49560.3,17494.7,121.6,25912.3,5646,2255,52147.1,19146.9
2019/01/24 0:00,,85166.5,24520,8456.3,2790.2,5168.5,18542.2,16860.1,186.4,19432.1,5188.7,3068,33450.3,17768.6
2019/01/25 0:00,,196343.5,25776.7,8519.6,2943.6,3320.8,42743.1,17036.5,109.9,26455.6,5477.9,2754.3,52447.2,17983.5
2019/01/26 0:00,,224558,24411.3,7322,2793.4,2907.7,56951.6,16201.6,76.2,27389.1,4857.5,2688.1,56618.5,15118.2
2019/01/27 0:00,,175533.5,23790.3,7201.6,2711.2,3738.9,42490.2,16273.3,105.4,24349.5,4942.2,1959.6,51541.1,14750.9
2019/01/28 0:00,,235022,25607.7,8788.2,2953.5,2959.2,49395.8,17110.5,86.4,28833,5655.7,2086.2,57595.9,16023.5
2019/01/29 0:00,,202161.5,25381.7,8999.2,2948.2,3094.9,94299.2,17188,79,27288.8,5425,3242.6,50455.9,17106.4
2019/01/30 0:00,,271198,25006,9412,2977.7,2822.9,157461,16870.4,40.6,33658.2,5579.3,3442.6,66506.5,18767.2
2019/01/31 0:00,,314768,24690.9,8915.6,2942.9,2493.7,217979.5,15610,0.3,38213.7,5688.4,2834.9,83609.4,17035.7
2019/02/01 0:00,,284433.6,23945.8,8517.1,2892.85,2599.2,183221.9,15619.05,14.5,35132.95,5457.7,2829.95,75539.15,16198.6
2019/02/02 0:00,,254099.2,23200.7,8118.6,2842.8,2704.7,148464.3,15628.1,28.7,32052.2,5227,2825,67468.9,15361.5
2019/02/03 0:00,,157374,22300.4,7778.8,2684.6,3199.4,91754,16027.9,79.7,24697.8,5150.8,2116.3,53132.6,14992.3
2019/02/04 0:00,,144354.7,24031.5,8848.3,2857.7,3427.8,39991.7,17169,142,21960.6,5780.5,2463.9,42850,16020
2019/02/05 0:00,,111562,24489.7,8349.9,2799.7,3495.5,23397.3,17376.2,197.2,19743.8,5467.6,3106.1,32587.1,17607.9
